,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1757,First Canadian Place / Underground city,43.6484292,-79.3822802,Tim Hortons,43.6468622,-79.3825442,Coffee Shop
1758,First Canadian Place / Underground city,43.6484292,-79.3822802,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
1759,First Canadian Place / Underground city,43.6484292,-79.3822802,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
1760,First Canadian Place / Underground city,43.6484292,-79.3822802,Starbucks,43.646890531355616,-79.38187054975934,Coffee Shop
1761,First Canadian Place / Underground city,43.6484292,-79.3822802,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
1762,First Canadian Place / Underground city,43.6484292,-79.3822802,Ruth's Chris Steak House,43.6499174,-79.3857238,Steakhouse
1763,First Canadian Place / Underground city,43.6484292,-79.3822802,JaBistro,43.64968685893743,-79.38809001547467,Sushi Restaurant
1764,First Canadian Place / Underground city,43.6484292,-79.3822802,Amano Pasta,43.64491852117436,-79.38235777637108,Italian Restaurant
1765,First Canadian Place / Underground city,43.6484292,-79.3822802,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
1766,First Canadian Place / Underground city,43.6484292,-79.3822802,Loose Moose,43.64528061938072,-79.38396600831251,Bar
1767,First Canadian Place / Underground city,43.6484292,-79.3822802,McEwan Foods,43.64716011126396,-79.38104402548048,Deli / Bodega
1768,Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Roots,43.71821373389962,-79.46389305304558,Boutique
1769,Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Kitchen Stuff Plus (Clearance Outlet),43.71909636823933,-79.46267482419971,Furniture / Home Store
1770,Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Lac Vien Vietnamese Restaurant,43.72125878799614,-79.46847226859448,Vietnamese Restaurant
1771,Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Orfus Road Shopping Outlets,43.719045296434736,-79.46084915034818,Clothing Store
1772,Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Tim Hortons,43.7194274,-79.4679949,Coffee Shop
1773,Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Ardene Shoes Outlet,43.718892366644944,-79.46134358371631,Accessories Store
1774,Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Rinx Real Entertainment Centre,43.71784220022086,-79.46223069665501,Event Space
1775,Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Bluenotes,43.718053735782526,-79.46320043192486,Clothing Store
1776,Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Bluenotes,43.718846,-79.465906,Clothing Store
1777,Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Fairweather,43.71787829,-79.46724603,Women's Store
1778,Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Urban Planet,43.718121,-79.467567,Women's Store
1779,Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Party City,43.71941805471303,-79.459316806156,Miscellaneous Shop
1780,Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Orfus Road,43.719180444061294,-79.46036020806626,Clothing Store
1781,Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Le Château,43.71926903,-79.460276,Clothing Store
1782,Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,Si Vous Play Sports,43.72148036234913,-79.46752487479537,Shoe Store
1783,Glencairn,43.709577,-79.44507259999999,R bakery,43.70741964331273,-79.44312584563261,Bakery
1784,Glencairn,43.709577,-79.44507259999999,Miyako Sushi Restaurant,43.709111,-79.44393,Japanese Restaurant
1785,Glencairn,43.709577,-79.44507259999999,wenderly park,43.711595267049525,-79.44634437561035,Playground
1786,Glencairn,43.709577,-79.44507259999999,"Chalker's Pub, Billiards and Bistro",43.705746734874204,-79.44237750652644,Pub
1787,Humewood-Cedarvale,43.6937813,-79.42819140000002,Cedarvale Park,43.692534923091934,-79.42870527613704,Field
1788,Humewood-Cedarvale,43.6937813,-79.42819140000002,Cedarvale Ravine,43.690188230007266,-79.42610580222994,Trail
1789,Humewood-Cedarvale,43.6937813,-79.42819140000002,Phil White Arena,43.69130271699826,-79.43176051142332,Hockey Arena
1790,Caledonia-Fairbanks,43.6890256,-79.453512,Nairn Park,43.69065390931841,-79.4562995791835,Park
1791,Caledonia-Fairbanks,43.6890256,-79.453512,Maximum Woman,43.69065130310669,-79.45633320240984,Women's Store
1792,Caledonia-Fairbanks,43.6890256,-79.453512,Fairbanks Pool,43.69195850094914,-79.44892151240036,Pool
1793,Caledonia-Fairbanks,43.6890256,-79.453512,Fairbank Memorial Park,43.69202800194052,-79.44892353333186,Park
1794,Christie,43.669542,-79.4225637,Fiesta Farms,43.66847077052224,-79.42048512748114,Grocery Store
1795,Christie,43.669542,-79.4225637,Contra Cafe,43.669107144072974,-79.42610471852032,Café
1796,Christie,43.669542,-79.4225637,Vinny’s Panini,43.67067884412717,-79.42614819830024,Italian Restaurant
1797,Christie,43.669542,-79.4225637,Starbucks,43.67153,-79.4214,Coffee Shop
1798,Christie,43.669542,-79.4225637,Scout and Cash Caffe,43.66735987720157,-79.41993774586636,Café
1799,Christie,43.669542,-79.4225637,Faema Caffe,43.6710456734398,-79.41929697990417,Café
1800,Christie,43.669542,-79.4225637,Universal Grill,43.670549820711926,-79.42654054306477,Diner
1801,Christie,43.669542,-79.4225637,Actinolite,43.66785822046965,-79.42805427320322,Restaurant
1802,Christie,43.669542,-79.4225637,Loblaws,43.671657,-79.421364,Grocery Store
1803,Christie,43.669542,-79.4225637,Stubbe Chocolates,43.67156577026589,-79.42128899001831,Candy Store
1804,Christie,43.669542,-79.4225637,Sobeys Dupont,43.670977,-79.427573,Grocery Store
1805,Christie,43.669542,-79.4225637,Marlenes Just Babies,43.671824,-79.420499,Baby Store
1806,Christie,43.669542,-79.4225637,Dupont Disco,43.67048982553482,-79.42661141389264,Nightclub
1807,Christie,43.669542,-79.4225637,Pioneer Energy,43.670977,-79.427573,Gas Station
1808,Christie,43.669542,-79.4225637,Queens Club,43.672386069777616,-79.41810570233238,Athletics & Sports
1809,Christie,43.669542,-79.4225637,Marian Engel Park,43.67375357657298,-79.42398759247811,Park
1810,Christie,43.669542,-79.4225637,Garrison Creek Park,43.67168977827157,-79.42780494689941,Park
1811,Christie,43.669542,-79.4225637,Foto Grocery,43.66797858931121,-79.42821689567089,Grocery Store
1812,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,The Greater Good Bar,43.669409,-79.439267,Bar
1813,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,Parallel,43.66951635632503,-79.43872770646192,Middle Eastern Restaurant
1814,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,Planet Fitness,43.66758797288865,-79.44257365441428,Gym / Fitness Center
1815,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,Blood Brothers Brewing,43.66994369492681,-79.43653285503387,Brewery
1816,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,FreshCo,43.66791838591585,-79.44075425394298,Grocery Store
1817,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,Happy Bakery & Pastries,43.66705039063128,-79.44179124412831,Bakery
1818,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,Rehearsal Factory,43.66887675155326,-79.44360330056674,Music Venue
1819,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,Nova Era Bakery,43.66988647609785,-79.43758190821525,Bakery
1820,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,The Sovereign,43.673115708192206,-79.44026498681781,Café
1821,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,TD Canada Trust,43.6679341,-79.4416984,Bank
1822,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,Food Basics,43.6668856311364,-79.44669127467023,Supermarket
1823,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,Rexall,43.667504,-79.442086,Pharmacy
1824,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,Shoppers Drug Mart,43.666745,-79.447446,Pharmacy
1825,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,Wallace Emerson Park,43.66693250395496,-79.4394486237563,Park
1826,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,Batl Backyard Axe Throwing League,43.667027,-79.44314,Athletics & Sports
1827,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,North Of Brooklyn Pizzeria,43.669467,-79.439335,Pizza Place
1828,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,Wallace Emerson Gym,43.6674153893425,-79.43906397310164,Gym
1829,Dufferin / Dovercourt Village,43.66900510000001,-79.4422593,241 Pizza,43.672947746925885,-79.44097121035823,Pizza Place
1830,Little Portugal / Trinity,43.647926700000006,-79.4197497,Bellwoods Brewery,43.647097254598236,-79.41995537873463,Brewery
1831,Little Portugal / Trinity,43.647926700000006,-79.4197497,Pizzeria Libretto,43.64897862710277,-79.4206035669193,Pizza Place
1832,Little Portugal / Trinity,43.647926700000006,-79.4197497,Bang Bang Ice Cream & Bakery,43.64624619920086,-79.41955285188536,Ice Cream Shop
1833,Little Portugal / Trinity,43.647926700000006,-79.4197497,OddSeoul,43.64619218474247,-79.4196014527498,Korean Restaurant
1834,Little Portugal / Trinity,43.647926700000006,-79.4197497,Foxley Bistro,43.648642746283834,-79.42049525794245,Asian Restaurant
1835,Little Portugal / Trinity,43.647926700000006,-79.4197497,La Cubana,43.64623003878161,-79.4196356996568,Cuban Restaurant
1836,Little Portugal / Trinity,43.647926700000006,-79.4197497,Gift Shop,43.64614871682715,-79.41948131634449,Cocktail Bar
1837,Little Portugal / Trinity,43.647926700000006,-79.4197497,Paris Paris Bar,43.649237,-79.421436,Wine Bar
1838,Little Portugal / Trinity,43.647926700000006,-79.4197497,Mamakas Taverna,43.645908,-79.419654,Greek Restaurant
1839,Little Portugal / Trinity,43.647926700000006,-79.4197497,Union Restaurant,43.64585979013257,-79.41953208988866,New American Restaurant
1840,Little Portugal / Trinity,43.647926700000006,-79.4197497,Artscape Youngplace,43.646921206418654,-79.4173424662258,Art Gallery
1841,Little Portugal / Trinity,43.647926700000006,-79.4197497,Pho Rua Vang (Golden Turtle),43.64689319654605,-79.41977781583955,Vietnamese Restaurant
1842,Little Portugal / Trinity,43.647926700000006,-79.4197497,La Banane,43.64904020618134,-79.42059946263156,French Restaurant
1843,Little Portugal / Trinity,43.647926700000006,-79.4197497,Bellwoods Brewery Bottle Shop,43.64712,-79.420044,Beer Store
1844,Little Portugal / Trinity,43.647926700000006,-79.4197497,Reposado,43.647320789001384,-79.42003151431754,Bar
1845,Little Portugal / Trinity,43.647926700000006,-79.4197497,The Communist's Daughter,43.64936167997857,-79.42096310360856,Bar
1846,Little Portugal / Trinity,43.647926700000006,-79.4197497,Lower Ossington Theatre,43.64638945106542,-79.4197810126815,Theater
1847,Little Portugal / Trinity,43.647926700000006,-79.4197497,Rotate This,43.64854360521872,-79.42051802319355,Record Shop
1848,Little Portugal / Trinity,43.647926700000006,-79.4197497,Dakota Tavern,43.64967991705445,-79.42083755592827,Bar
1849,Little Portugal / Trinity,43.647926700000006,-79.4197497,YogaSpace,43.64760744635252,-79.42013338783642,Yoga Studio
1850,Little Portugal / Trinity,43.647926700000006,-79.4197497,Hanmoto,43.649505301973576,-79.42276783144736,Asian Restaurant
1851,Little Portugal / Trinity,43.647926700000006,-79.4197497,Pho Tien Thanh,43.6454840897343,-79.41927617283633,Vietnamese Restaurant
1852,Little Portugal / Trinity,43.647926700000006,-79.4197497,Bazara,43.64853491212856,-79.4205209529485,Japanese Restaurant
1853,Little Portugal / Trinity,43.647926700000006,-79.4197497,Crywolf,43.64620715620378,-79.41958280659624,Boutique
1854,Little Portugal / Trinity,43.647926700000006,-79.4197497,Ufficio,43.649439390888254,-79.42301401069709,Italian Restaurant
1855,Little Portugal / Trinity,43.647926700000006,-79.4197497,Té,43.6457982128694,-79.41950829388077,Bistro
1856,Little Portugal / Trinity,43.647926700000006,-79.4197497,Tiger of Sweden Toronto,43.64547447021368,-79.41939519348614,Men's Store
1857,Little Portugal / Trinity,43.647926700000006,-79.4197497,Veghed,43.649224,-79.422326,Vegetarian / Vegan Restaurant
1858,Little Portugal / Trinity,43.647926700000006,-79.4197497,Jimmy's Coffee,43.64452074032671,-79.4189080566799,Coffee Shop
1859,Little Portugal / Trinity,43.647926700000006,-79.4197497,Lost & Found,43.64937792373502,-79.42414948228769,Men's Store
1860,Little Portugal / Trinity,43.647926700000006,-79.4197497,Cafe Neon,43.64413001596351,-79.41966955539107,Café
1861,Little Portugal / Trinity,43.647926700000006,-79.4197497,Montgomery's,43.64427321589836,-79.41852057016375,Restaurant
1862,Little Portugal / Trinity,43.647926700000006,-79.4197497,The Goods,43.649259,-79.424022,Vegetarian / Vegan Restaurant
1863,Little Portugal / Trinity,43.647926700000006,-79.4197497,BYOB Cocktail Emporium,43.64444685441145,-79.41775729184432,Miscellaneous Shop
1864,Little Portugal / Trinity,43.647926700000006,-79.4197497,Trinity Bellwoods Park,43.64707192840234,-79.4137559260075,Park
1865,Little Portugal / Trinity,43.647926700000006,-79.4197497,Le Dolci,43.65037714376175,-79.41595899908262,Cupcake Shop
1866,Little Portugal / Trinity,43.647926700000006,-79.4197497,Frankie's Bar & Cafe,43.64428952965486,-79.41848108576797,Restaurant
1867,Little Portugal / Trinity,43.647926700000006,-79.4197497,apt 200,43.644025502641135,-79.42006269612578,Bar
1868,Little Portugal / Trinity,43.647926700000006,-79.4197497,Hanji,43.644664910209585,-79.41642916229416,Gift Shop
1869,Little Portugal / Trinity,43.647926700000006,-79.4197497,El Almacen Yerba Mate Cafe + Gallery,43.64368185408237,-79.42162671323418,Café
1870,Little Portugal / Trinity,43.647926700000006,-79.4197497,Founder Restaurant & Bar,43.64947797447339,-79.42535203846116,Restaurant
1871,Little Portugal / Trinity,43.647926700000006,-79.4197497,Fresh,43.64500965327651,-79.41508361054778,Juice Bar
1872,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Reebok Crossfit Liberty Village,43.637035591932005,-79.42480199455974,Gym
1873,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Starbucks,43.63909,-79.427622,Coffee Shop
1874,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Pharmacy,43.638089904034146,-79.43180974511733,Bar
1875,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Caffino,43.63902121044261,-79.42528923382933,Italian Restaurant
1876,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Louie Craft Coffee,43.639283775543895,-79.42561998986335,Coffee Shop
1877,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,The Abbott,43.637996211047366,-79.43071653853734,Café
1878,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,SCHOOL Restaurant,43.6377753703417,-79.42429737067897,Breakfast Spot
1879,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Pet Valu,43.63908935811652,-79.42682834187295,Pet Store
1880,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Structube,43.63983635997934,-79.42364186555774,Furniture / Home Store
1881,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Joe Rockhead's Climbing Gym,43.636342324798676,-79.423582112592,Climbing Gym
1882,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Vogue Supper Club,43.63695126198934,-79.42544606558822,Restaurant
1883,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Brodflour,43.637535,-79.422761,Bakery
1884,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Mike's Liberty Grill,43.63750507397488,-79.42464979436862,Breakfast Spot
1885,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Lamport Stadium,43.638777912508445,-79.42353373474235,Stadium
1886,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Joker Cafe,43.63572658167962,-79.42603944906266,Café
1887,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,The Remix Project,43.63649113953229,-79.42251282693181,Performing Arts Venue
1888,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Loco Burrito,43.63751255946425,-79.4228975016341,Burrito Place
1889,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Uma Cafe,43.63701567204681,-79.42404784920467,Café
1890,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Queen Supermarket,43.634264921487066,-79.42911195252461,Grocery Store
1891,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Arrivals + Departures,43.637318198109746,-79.42383473516576,Office
1892,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Cinema Nightclub,43.63761384433725,-79.42388994008574,Nightclub
1893,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Gardiner Expy & Dufferin St,43.6338,-79.42546,Intersection
1894,Brockton / Parkdale Village / Exhibition Place,43.6368472,-79.42819140000002,Dunn Milk Variety,43.6336672441301,-79.43154947516645,Convenience Store
1895,North Park / Maple Leaf Park / Upwood Park,43.713756200000006,-79.4900738,Rustic Bakery,43.715413998974796,-79.49030028640821,Bakery
1896,North Park / Maple Leaf Park / Upwood Park,43.713756200000006,-79.4900738,Maple leaf park,43.716187513283,-79.4935309549699,Park
1897,North Park / Maple Leaf Park / Upwood Park,43.713756200000006,-79.4900738,Mika's Trim,43.714068,-79.496113,Construction & Landscaping
1898,Del Ray / Mount Dennis / Keelsdale and Silverthorn,43.6911158,-79.47601329999999,Subway,43.69021830300218,-79.47404997234327,Sandwich Place
1899,Del Ray / Mount Dennis / Keelsdale and Silverthorn,43.6911158,-79.47601329999999,Dollar Tree,43.6902962,-79.4746668,Discount Store
1900,Del Ray / Mount Dennis / Keelsdale and Silverthorn,43.6911158,-79.47601329999999,McDonald's,43.692926495448766,-79.47998177868274,Fast Food Restaurant
1901,Del Ray / Mount Dennis / Keelsdale and Silverthorn,43.6911158,-79.47601329999999,New York Fried Chicken,43.68847298308178,-79.48094846648402,Fast Food Restaurant
1902,Runnymede / The Junction North,43.67318529999999,-79.48726190000001,Bigger's Jamaican Restaurant,43.672725293535585,-79.48250832756949,Caribbean Restaurant
1903,Runnymede / The Junction North,43.67318529999999,-79.48726190000001,241 Pizza,43.6723510936904,-79.49263085092069,Pizza Place
1904,Runnymede / The Junction North,43.67318529999999,-79.48726190000001,Welcome Food Mart,43.66970140136457,-79.48349146580819,Grocery Store
1905,High Park / The Junction South,43.6616083,-79.46476329999999,nodo,43.665303321627505,-79.46562068004896,Italian Restaurant
1906,High Park / The Junction South,43.6616083,-79.46476329999999,Lithuania Park,43.658666653470426,-79.46303844451904,Park
1907,High Park / The Junction South,43.6616083,-79.46476329999999,Hole in the Wall,43.66529624102518,-79.46511783107383,Bar
1908,High Park / The Junction South,43.6616083,-79.46476329999999,Indie Alehouse,43.66547472315272,-79.46528973047275,Gastropub
1909,High Park / The Junction South,43.6616083,-79.46476329999999,famous last words,43.665181,-79.468471,Speakeasy
1910,High Park / The Junction South,43.6616083,-79.46476329999999,Junction Flea,43.665258286011984,-79.462867677381,Flea Market
1911,High Park / The Junction South,43.6616083,-79.46476329999999,ARTiculations,43.6655499084009,-79.46719380367311,Arts & Crafts Store
1912,High Park / The Junction South,43.6616083,-79.46476329999999,Mjölk,43.665432436685634,-79.46796194112322,Furniture / Home Store
1913,High Park / The Junction South,43.6616083,-79.46476329999999,Playa Cabana Cantina,43.6653150256334,-79.46554803042925,Mexican Restaurant
1914,High Park / The Junction South,43.6616083,-79.46476329999999,Isaan Der,43.665311,-79.468078,Thai Restaurant
1915,High Park / The Junction South,43.6616083,-79.46476329999999,The Beet Organic Café,43.665339657389666,-79.46713655678533,Café
1916,High Park / The Junction South,43.6616083,-79.46476329999999,Junction City Music Hall,43.66533428942121,-79.46625298427486,Music Venue
1917,High Park / The Junction South,43.6616083,-79.46476329999999,Tim & Sue's No Frills,43.664243,-79.468643,Grocery Store
1918,High Park / The Junction South,43.6616083,-79.46476329999999,Cool Hand of a Girl,43.66541017820662,-79.46282167660381,Café
1919,High Park / The Junction South,43.6616083,-79.46476329999999,Pandemonium,43.6655328625076,-79.46693103427353,Bookstore
1920,High Park / The Junction South,43.6616083,-79.46476329999999,Silk,43.66529073542964,-79.46623843808621,Thai Restaurant
1921,High Park / The Junction South,43.6616083,-79.46476329999999,Junction Grill,43.66521011890175,-79.46846083483024,Diner
1922,High Park / The Junction South,43.6616083,-79.46476329999999,A&W,43.66552,-79.464731,Fast Food Restaurant
1923,High Park / The Junction South,43.6616083,-79.46476329999999,Chica’s Nashville Hot Chicken,43.665295,-79.464888,Fried Chicken Joint
1924,High Park / The Junction South,43.6616083,-79.46476329999999,ROUX,43.66541814719867,-79.46239204687215,Cajun / Creole Restaurant
1925,High Park / The Junction South,43.6616083,-79.46476329999999,Pascal's Baguette & Bagels,43.665426,-79.466176,Bakery
1926,High Park / The Junction South,43.6616083,-79.46476329999999,La Revolucion,43.66546024899212,-79.46430756434131,Mexican Restaurant
1927,High Park / The Junction South,43.6616083,-79.46476329999999,SMASH,43.665496255078395,-79.46553722469592,Antique Shop
1928,Parkdale / Roncesvalles,43.6489597,-79.456325,Offleash Dog Trail - High Park,43.64548543069719,-79.45874691009521,Dog Run
1929,Parkdale / Roncesvalles,43.6489597,-79.456325,The Chocolateria,43.64992822697901,-79.45043667719423,Dessert Shop
1930,Parkdale / Roncesvalles,43.6489597,-79.456325,Revue Cinema,43.65111215463428,-79.4509612383593,Movie Theater
1931,Parkdale / Roncesvalles,43.6489597,-79.456325,La Cubana,43.65091223991817,-79.45090936982271,Cuban Restaurant
1932,Parkdale / Roncesvalles,43.6489597,-79.456325,Inter Steer,43.64979631005809,-79.45030983497107,Eastern European Restaurant
1933,Parkdale / Roncesvalles,43.6489597,-79.456325,Reunion Island Coffee Bar,43.65046251706493,-79.45060981846792,Coffee Shop
1934,Parkdale / Roncesvalles,43.6489597,-79.456325,Domani Restaurant & Wine Bar,43.649235,-79.450229,Italian Restaurant
1935,Parkdale / Roncesvalles,43.6489597,-79.456325,Cider House,43.65068788125521,-79.45068513648656,Restaurant
1936,Parkdale / Roncesvalles,43.6489597,-79.456325,Scout,43.65097043195477,-79.45086621885267,Gift Shop
1937,Parkdale / Roncesvalles,43.6489597,-79.456325,Likely General,43.65062189632695,-79.45063525580188,Gift Shop
1938,Parkdale / Roncesvalles,43.6489597,-79.456325,The Local Pub and Restaurant,43.6510171734011,-79.45091108743782,Bar
1939,Parkdale / Roncesvalles,43.6489597,-79.456325,A Good Read,43.64947021007538,-79.450339,Bookstore
1940,Parkdale / Roncesvalles,43.6489597,-79.456325,Butler's Pantry,43.65008710183049,-79.45045784621456,Breakfast Spot
1941,Runnymede / Swansea,43.6515706,-79.4844499,The Good Fork,43.64956534036813,-79.48402270694602,Food
1942,Runnymede / Swansea,43.6515706,-79.4844499,Coffee Tree Roastery,43.64964735112305,-79.48343639040918,Café
1943,Runnymede / Swansea,43.6515706,-79.4844499,The One That Got Away,43.64984188412754,-79.48261453424496,Fish & Chips Shop
1944,Runnymede / Swansea,43.6515706,-79.4844499,Bryden's Pub,43.64925890136825,-79.4846509607823,Pub
1945,Runnymede / Swansea,43.6515706,-79.4844499,Wibke's Espresso Bar,43.64913158497341,-79.48480237071465,Coffee Shop
1946,Runnymede / Swansea,43.6515706,-79.4844499,Fat Bastard Burrito,43.6497791550768,-79.48289414342419,Burrito Place
1947,Runnymede / Swansea,43.6515706,-79.4844499,Campo,43.655191,-79.487067,Italian Restaurant
1948,Runnymede / Swansea,43.6515706,-79.4844499,Asa Sushi,43.64990164450559,-79.4846109228881,Sushi Restaurant
1949,Runnymede / Swansea,43.6515706,-79.4844499,DAVIDsTEA,43.650380014739355,-79.47881908403849,Tea Room
1950,Runnymede / Swansea,43.6515706,-79.4844499,Book City (Bloor West),43.65021080519715,-79.48122019699115,Bookstore
1951,Runnymede / Swansea,43.6515706,-79.4844499,Booster Juice,43.64980188,-79.4836826,Juice Bar
1952,Runnymede / Swansea,43.6515706,-79.4844499,Falafel World,43.649800784968164,-79.48272777159343,Falafel Restaurant
1953,Runnymede / Swansea,43.6515706,-79.4844499,Yumi Sushi,43.64989127391365,-79.4824044490675,Sushi Restaurant
1954,Runnymede / Swansea,43.6515706,-79.4844499,Amber European Restaurant,43.64994563414707,-79.48200902277628,French Restaurant
1955,Runnymede / Swansea,43.6515706,-79.4844499,Goodfellas Wood Oven Pizza,43.648224,-79.486356,Italian Restaurant
1956,Runnymede / Swansea,43.6515706,-79.4844499,Bloom Restaurant,43.65030692996379,-79.4798355748952,Latin American Restaurant
1957,Runnymede / Swansea,43.6515706,-79.4844499,Max's Market,43.65052462233729,-79.47914453187883,Gourmet Shop
1958,Runnymede / Swansea,43.6515706,-79.4844499,RBC Royal Bank,43.65014198969323,-79.48027377570449,Bank
1959,Runnymede / Swansea,43.6515706,-79.4844499,Awai,43.65041203760419,-79.47847723960876,Vegetarian / Vegan Restaurant
1960,Runnymede / Swansea,43.6515706,-79.4844499,Subway,43.649622374302474,-79.48402761012142,Sandwich Place
1961,Runnymede / Swansea,43.6515706,-79.4844499,Humber Cinema,43.64911832002547,-79.48481789910943,Indie Movie Theater
1962,Runnymede / Swansea,43.6515706,-79.4844499,A Dark Horse,43.64953295859084,-79.4830557372747,Bar
1963,Runnymede / Swansea,43.6515706,-79.4844499,Java Joe's,43.650424,-79.479755,Café
1964,Runnymede / Swansea,43.6515706,-79.4844499,Bloor-Jane Restaurant,43.64951305181438,-79.48407033610728,Diner
1965,Runnymede / Swansea,43.6515706,-79.4844499,Heart,43.650310315403544,-79.48012458547709,Dessert Shop
1966,Runnymede / Swansea,43.6515706,-79.4844499,Henry VIII Ale House,43.64902448298273,-79.48492800936774,Gastropub
1967,Runnymede / Swansea,43.6515706,-79.4844499,Tim Hortons,43.648525791237965,-79.48506608605385,Coffee Shop
1968,Runnymede / Swansea,43.6515706,-79.4844499,Second Cup,43.650136727534054,-79.48079476951547,Café
1969,Runnymede / Swansea,43.6515706,-79.4844499,The Station,43.64945618546807,-79.48466682393506,Diner
1970,Runnymede / Swansea,43.6515706,-79.4844499,Pizzaiolo,43.64939525764269,-79.48355965141116,Pizza Place
1971,Runnymede / Swansea,43.6515706,-79.4844499,Pizza Pizza,43.64931132140717,-79.48455987958097,Pizza Place
1972,Runnymede / Swansea,43.6515706,-79.4844499,Classico,43.649194,-79.484699,Pizza Place
1973,Runnymede / Swansea,43.6515706,-79.4844499,Supper Solved,43.64878101033567,-79.48523252831198,Restaurant
1974,Runnymede / Swansea,43.6515706,-79.4844499,West End Mamas,43.6487032,-79.484919,Health Food Store
1975,Runnymede / Swansea,43.6515706,-79.4844499,My Place - a Canadian Pub,43.64845840072295,-79.48518749174133,Pub
1976,Runnymede / Swansea,43.6515706,-79.4844499,Los Arrieros,43.65559284605353,-79.48702812194824,South American Restaurant
1977,Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Queen's Park,43.66394609897775,-79.39217952520835,Park
1978,Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Mercatto,43.660390911898546,-79.38766421192705,Italian Restaurant
1979,Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Neo Coffee Bar,43.66014,-79.38587,Coffee Shop
1980,Queen's Park / Ontario Provincial Government,43.6623015,-79.3894938,Central YMCA,43.663083310067655,-79.38502493214878,Distribution Center
